PomBaseIDs,medium,replicate,proteome_fraction
SPCC1494.05c,Phe,1,8.065504955404264e-5
SPBC16H5.07c,Phe,1,4.903122698127795e-5
SPBC1685.14c,Phe,1,1.7477053945434421e-4
SPAC23C4.08,Phe,1,1.3036036659290135e-4
SPAC24B11.06c,Phe,1,9.831160637780641e-5
SPACUNK4.17,Phe,1,9.077373064493133e-6
SPBC27.01c,Phe,1,3.0113389665313513e-4
SPBC13G1.11,Phe,1,1.320705693643317e-4
SPBC16H5.13,Phe,1,2.976984590059459e-5
SPBC9B6.11c,Phe,1,8.927065479484925e-5
SPAC17H9.13c,Phe,1,9.489288952491241e-5
SPBC2D10.05,Phe,1,8.522720182061296e-5
SPCC794.03,Phe,1,1.3418958955403374e-4
SPBC14C8.02,Phe,1,6.514851563838242e-5
SPAC167.05,Phe,1,3.1094980665870555e-5
SPCC553.06,Phe,1,1.2542317085531676e-4
SPBC1773.17c,Phe,1,1.9722297204114003e-4
SPAC17G6.15c,Phe,1,1.0368687869262805e-4
SPBC1289.07c,Phe,1,1.1099104459924259e-4
SPAC13A11.01c,Phe,1,4.825778275162775e-5
SPCC16A11.02,Phe,1,3.173349645128075e-4
SPAC30.01c,Phe,1,1.2742759489146085e-4
SPAC343.09,Phe,1,1.3850596646463706e-4
SPBC354.02c,Phe,1,2.5418479382820333e-4
SPBC21D10.09c,Phe,1,1.1106682089105912e-4
SPAC17H9.12c,Phe,1,5.22986325495382e-5
SPBC32H8.03,Phe,1,5.794962769063506e-5
SPAC644.13c,Phe,1,9.765283765517296e-5
SPBC83.16c,Phe,1,1.3550459324465657e-4
SPBC609.05,Phe,1,5.688455569990981e-6
SPAC4G9.11c,Phe,1,1.0561510383264754e-4
SPAC4D7.09,Phe,1,6.500431695985878e-5
SPAC5H10.01,Phe,1,9.425096423242931e-5
SPAC6G10.07,Phe,1,1.1600688937354862e-4
SPBC21B10.04c,Phe,1,9.532165758014584e-5
SPBC1198.04c,Phe,1,3.1613825246041747e-4
SPBP23A10.07,Phe,1,7.398443213374071e-5
SPAC56F8.10,Phe,1,6.205767527275527e-5
SPBC337.10c,Phe,1,1.3938710767418336e-4
SPCC18B5.07c,Phe,1,1.7079116616133938e-4
SPAC25H1.10c,Phe,1,2.5031847395272995e-4
SPBC8D2.02c,Phe,1,2.4000335670676444e-4
SPBC19G7.10c,Phe,1,1.3100375430356222e-4
SPAC1565.01,Phe,1,8.168481476845771e-5
SPAC1B3.14,Phe,1,9.554290302627797e-5
SPAC22E12.10c,Phe,1,1.75233514420752e-4
SPBP23A10.16,Phe,1,2.1739052102758404e-4
SPCC777.13,Phe,1,1.3257112610291826e-4
SPAC959.07,Phe,1,7.534894242209014e-5
SPBC1734.04,Phe,1,1.305173548812653e-4
SPBP23A10.08,Phe,1,1.0459370664413633e-4
SPAC17A5.14,Phe,1,9.624898011332981e-5
SPAC14C4.04,Phe,1,6.0400179520627846e-5
SPBC16E9.02c,Phe,1,3.319619417259868e-4
SPBC26H8.06,Phe,1,4.4899777368933166e-5
SPBC1773.14,Phe,1,1.2342832623399232e-4
SPBC1709.11c,Phe,1,8.909512834093877e-5
SPCC1795.02c,Phe,1,4.744672138403633e-4
SPBC776.04,Phe,1,6.35312858579085e-5
SPBC337.09,Phe,1,8.311173188133955e-5
SPCC965.12,Phe,1,9.35854965981823e-6
SPBC21C3.14c,Phe,1,8.311852605164898e-5
SPBPB2B2.06c,Phe,1,2.157567795527053e-4
SPBC4F6.16c,Phe,1,6.918115827638854e-5
SPAC1002.03c,Phe,1,1.2431310707996022e-4
SPCC4B3.05c,Phe,1,7.593906817181004e-5
SPBC19F5.05c,Phe,1,1.1668769885402152e-4
SPAC4F10.11,Phe,1,1.4794426814978447e-4
SPAC1782.06c,Phe,1,7.561444717710327e-5
SPBC23G7.10c,Phe,1,2.5105442596892083e-5
SPAC26F1.04c,Phe,1,4.2431336537368435e-5
SPAC15E1.05c,Phe,1,3.409945291693876e-5
SPAC22A12.10,Phe,1,3.219645326700622e-4
SPCC576.14,Phe,1,9.881704645599027e-5
SPBC216.03,Phe,1,6.433912400401812e-5
SPBC11C11.02,Phe,1,9.647032070300678e-5
SPAC8F11.10c,Phe,1,8.733424068878939e-5
SPAC23G3.12c,Phe,1,3.2334438136450025e-5
SPCC962.03c,Phe,1,1.310887472844299e-4
SPAC16E8.17c,Phe,1,4.4575202434641464e-5
SPAC19D5.04,Phe,1,8.873814846527269e-5
SPBC1718.04,Phe,1,1.6437410196985596e-4
SPAC1250.05,Phe,1,2.906758103258196e-5
SPBC3E7.07c,Phe,1,1.551880062463869e-5
SPAC4A8.12c,Phe,1,3.312379999630198e-5
SPCC4G3.04c,Phe,1,4.2980423882274474e-5
SPAC4D7.01c,Phe,1,1.1856020859630472e-4
SPBC30B4.05,Phe,1,1.3181623526753932e-4
SPCC14G10.04,Phe,1,1.0140921678960063e-4
SPBC3D6.12,Phe,1,9.303105975349092e-5
SPBC29A10.04,Phe,1,1.11806829246489e-4
SPAC23D3.12,Phe,1,1.7354277865192538e-4
SPBC3H7.01,Phe,1,8.949352401455063e-5
SPBC26H8.10,Phe,1,8.586528855325698e-5
SPBC17A3.05c,Phe,1,1.293180463169157e-4
SPCC645.04,Phe,1,1.9455167380082444e-4
SPBC11B10.01,Phe,1,4.422850117089546e-5
SPAC27F1.06c,Phe,1,1.562395907112267e-4
SPAC6G9.07c,Phe,1,1.3758658733790575e-4
SPAC1782.10c,Phe,1,9.798837136977621e-5
SPCC306.02c,Phe,1,7.577602121160168e-5
SPBC23G7.05,Phe,1,1.3340684706521612e-5
SPCC285.17,Phe,1,9.958165423970943e-5
SPCC18.15,Phe,1,1.4038887477743378e-4
SPCC1919.09,Phe,1,1.8075144260610136e-5
SPBC354.01,Phe,1,6.022553742668629e-5
SPCC1322.08,Phe,1,7.961353396790177e-5
SPAC15A10.16,Phe,1,1.2856228976164204e-4
SPBC23E6.01c,Phe,1,2.1921778375296103e-4
SPAPB8E5.03,Phe,1,1.3799646803207106e-4
SPBC31E1.02c,Phe,1,8.400513304913473e-5
SPCC290.03c,Phe,1,1.1570872618654564e-4
SPAC4F8.03,Phe,1,1.0419929231765021e-4
SPCC1235.15,Phe,1,1.1370256855153017e-4
SPCC1322.09,Phe,1,1.3842515145129185e-4
SPAPB8E5.07c,Phe,1,6.771126672429734e-5
SPBC800.09,Phe,1,1.7551074961196753e-4
SPAC23C4.09c,Phe,1,3.099596364164539e-5
SPAC926.08c,Phe,1,3.104358494340241e-5
SPBC32F12.12c,Phe,1,2.3271987077499618e-4
SPAC30C2.02,Phe,1,1.648370740574878e-5
SPBC13A2.04c,Phe,1,7.473230665806477e-4
SPAC1F3.09,Phe,1,1.0399515673238172e-4
SPAC19B12.01,Phe,1,5.000382474337236e-5
SPBC16E9.10c,Phe,1,1.2762843586160423e-4
SPBC21C3.01c,Phe,1,3.407667355155624e-4
SPAC6C3.08,Phe,1,4.9166022699553225e-5
SPCC1682.14,Phe,1,6.136113911128874e-5
SPAC22F8.09,Phe,1,3.214489764292845e-5
SPCC1672.12c,Phe,1,4.758471355117714e-5
SPAC4A8.14,Phe,1,6.536398608725131e-5
SPBC3E7.14,Phe,1,6.584065726201248e-5
SPBC3E7.10,Phe,1,6.624670256299227e-5
SPCC594.02c,Phe,1,5.3589810741995624e-5
SPAC2F3.06c,Phe,1,8.347825245228888e-5
SPBC8D2.10c,Phe,1,1.0017757971537787e-4
SPBC409.05,Phe,1,4.947937371826926e-5
SPBC1773.02c,Phe,1,3.645531981989271e-5
SPAC5D6.13,Phe,1,1.2311666462493697e-4
SPAC1687.15,Phe,1,8.976164442538332e-5
SPBC36.07,Phe,1,2.4663639386624498e-5
SPAC16E8.01,Phe,1,2.3577111475785974e-5
SPAP11E10.01,Phe,1,1.0664884679571842e-4
SPCC1259.02c,Phe,1,1.046044474867153e-4
SPAC328.06,Phe,1,9.69326306721723e-5
SPAC17G6.09,Phe,1,4.5776764216919697e-5
SPBC577.06c,Phe,1,6.772600159501006e-5
SPAC1F5.11c,Phe,1,3.439211941234255e-4
SPCC737.08,Phe,1,7.808859143956135e-5
SPAC27D7.07c,Phe,1,8.068105468862366e-5
SPAC23A1.15c,Phe,1,4.2017614116710495e-5
SPCP1E11.05c,Phe,1,8.982284489885786e-5
SPBC11B10.09,Phe,1,3.965805158514291e-5
SPAC17H9.09c,Phe,1,3.288291090587441e-6
SPCC4G3.14,Phe,1,1.670103627721384e-4
SPAPB2B4.07,Phe,1,2.041183480217931e-4
SPBC409.13,Phe,1,3.1088535863809256e-5
SPAC6G9.04,Phe,1,0.00013633358830681641
SPCC553.02,Phe,1,1.22230437194059e-4
SPAC732.02c,Phe,1,2.769424054524529e-5
SPAC16C9.03,Phe,1,3.8440731268215284e-5
SPCC188.06c,Phe,1,1.3731526932669713e-5
SPAC2C4.03c,Phe,1,1.0460321984710935e-4
SPACUNK4.12c,Phe,1,7.252123193647624e-5
SPCC1682.02c,Phe,1,4.747300622048773e-5
SPAP7G5.06,Phe,1,3.1253727569668813e-4
SPBC4F6.13c,Phe,1,8.833681592202184e-5
SPBC660.13c,Phe,1,6.715552585168043e-5
SPBC30D10.02,Phe,1,3.3666527218341005e-5
SPAC13C5.04,Phe,1,3.374114149224916e-5
SPAC3H5.10,Phe,1,4.095332000003213e-5
SPCC31H12.05c,Phe,1,1.8883656630438918e-5
SPAC4H3.09,Phe,1,2.6555628942064356e-5
SPAC27D7.06,Phe,1,1.1111619074692852e-5
SPAC1F7.11c,Phe,1,4.9624748419946234e-5
SPAC8C9.03,Phe,1,6.288439077618661e-5
SPAC25A8.01c,Phe,1,9.769672401863088e-5
SPMIT.05,Phe,1,6.331820008627155e-4
SPBC2F12.05c,Phe,1,3.9700150977223524e-5
SPAC11G7.02,Phe,1,3.295155199318971e-5
SPAC13G6.03,Phe,1,6.20733569872687e-5
SPBC83.01,Phe,1,6.432061975045218e-5
SPBC530.03c,Phe,1,4.6388815012080126e-5
SPAC323.07c,Phe,1,8.090090228752235e-4
SPAC343.14c,Phe,1,3.9339623801874146e-5
SPAC16E8.04c,Phe,1,3.374156711927196e-5
SPAC11E3.13c,Phe,1,4.721642696633935e-5
SPAC17C9.08,Phe,1,8.130419913474845e-5
SPBC557.03c,Phe,1,7.157863165301268e-5
SPAC17G6.10,Phe,1,1.0722551671487597e-4
SPBC11B10.04c,Phe,1,2.0800092117834906e-4
SPAC4F10.13c,Phe,1,7.276751323333023e-5
SPBC3B8.04c,Phe,1,1.421776658290194e-4
SPAC222.09,Phe,1,6.987410985802334e-5
SPAPJ760.02c,Phe,1,7.1785665359596e-5
SPAC6F12.16c,Phe,1,7.795651276759426e-5
SPBC119.17,Phe,1,6.158959761841742e-5
SPBC17G9.08c,Phe,1,1.4670907866605115e-4
SPBC8D2.12c,Phe,1,4.0876237233330514e-5
SPBC16G5.08,Phe,1,7.889714690466596e-5
SPAC323.04,Phe,1,4.288988803424153e-5
SPAC4G9.20c,Phe,1,4.568676337500142e-5
SPAC13G7.01c,Phe,1,7.7893582207355e-5
SPBC2F12.03c,Phe,1,5.655609129462651e-5
SPBC56F2.11,Phe,1,2.4746649207534523e-5
SPBC337.16,Phe,1,1.1766058679673072e-4
SPAC3H8.02,Phe,1,5.307335623676128e-5
SPBC800.06,Phe,1,9.554804423223013e-5
SPBC3F6.04c,Phe,1,4.8138421288286075e-5
SPBC146.12,Phe,1,1.0852992147217983e-4
SPAC824.08,Phe,1,4.695561625701152e-5
SPAC6F12.06,Phe,1,2.9702556225856794e-5
SPAC1687.01,Phe,1,1.4722717470690227e-5
SPCPJ732.01,Phe,1,6.809174101010792e-5
SPBC1709.18,Phe,1,2.8960154528079366e-5
SPBC660.15,Phe,1,1.4841716424171604e-4
SPBC19G7.15,Phe,1,1.1106988347684343e-4
SPAC821.06,Phe,1,7.576518621865556e-5
SPAC1952.08c,Phe,1,1.7525553849608488e-4
SPAPB24D3.06c,Phe,1,1.2342938850231437e-4
SPAC589.12,Phe,1,3.77979823579356e-5
SPAC630.14c,Phe,1,2.9396982090799137e-5
SPBC16A3.05c,Phe,1,3.426603593521037e-5
SPBC29A10.07,Phe,1,2.6558262878111134e-5
SPBC725.05c,Phe,1,1.6794292841994284e-4
SPBC13G1.09,Phe,1,7.180855590330535e-5
SPBC409.21,Phe,1,6.617180501753157e-5
SPCC16C4.09,Phe,1,8.331061269294502e-5
SPCC1494.04c,Phe,1,3.584988387608839e-5
SPAC3H8.07c,Phe,1,6.697463661243365e-5
SPBC2G2.08,Phe,1,3.305058403023141e-5
SPAC4A8.02c,Phe,1,4.993673867006296e-5
SPCC11E10.07c,Phe,1,8.828600892362743e-6
SPCC1322.16,Phe,1,1.9439859085990135e-5
SPBC1A4.09,Phe,1,8.463040590385725e-5
SPBC20F10.05,Phe,1,1.9742224379051823e-4
SPBP16F5.05c,Phe,1,6.03569863664164e-5
SPBC56F2.15,Phe,1,1.866455518147624e-5
SPAC1486.06,Phe,1,1.888286917006815e-5
SPAPB2B4.02,Phe,1,3.449671294222985e-5
SPBC115.03,Phe,1,3.2422644536567424e-5
SPBC800.12c,Phe,1,7.366474262615885e-5
SPCC330.08,Phe,1,5.3272420052153306e-5
SPAC23C4.05c,Phe,1,7.789775277642328e-5
SPBC1306.01c,Phe,1,1.4579932343122774e-5
SPAC8C9.15c,Phe,1,2.3837702016329866e-5
SPAC3G6.02,Phe,1,2.4005567255799257e-5
SPAC4G9.15,Phe,1,9.83662806662238e-5
SPBC21B10.03c,Phe,1,7.243988345716147e-5
SPAC15A10.01,Phe,1,3.53720678121357e-5
SPBC21C3.12c,Phe,1,1.7170854928877234e-5
SPBC216.07c,Phe,1,6.336084368215595e-5
SPAC1565.05,Phe,1,5.316099523014081e-5
SPBC215.12,Phe,1,6.41642147596693e-5
SPAC29A4.18,Phe,1,5.251324543984219e-5
SPAC3A11.10c,Phe,1,2.59172720506922e-5
SPAC1002.12c,Phe,1,3.3697263275727146e-5
SPBC651.02,Phe,1,4.821017120892117e-5
SPCC645.05c,Phe,1,8.427625173389723e-5
SPBC4B4.08,Phe,1,9.391623052965994e-5
SPAC1486.08,Phe,1,2.1827097392180295e-5
SPBP4H10.17c,Phe,1,8.668491233609767e-5
SPAC1002.19,Phe,1,3.167583264041241e-5
SPAC1039.09,Phe,1,1.5467356106918352e-4
SPCC330.12c,Phe,1,1.5270545164001862e-4
SPAC4H3.01,Phe,1,1.0484147310149804e-4
SPBC27B12.03c,Phe,1,2.2206217242698633e-5
SPAC227.13c,Phe,1,2.4951738070667953e-5
SPBC577.08c,Phe,1,1.2244455522277883e-6
SPBC4F6.06,Phe,1,4.974073231623408e-5
SPCC1739.09c,Phe,1,3.122541000073805e-5
SPBC16C6.09,Phe,1,9.863169272465166e-5
SPAC9.10,Phe,1,7.844079785850779e-5
SPBP4H10.20,Phe,1,5.643319288080103e-5
SPAC644.08,Phe,1,1.6901774547025536e-5
SPCC622.14,Phe,1,9.185993008743502e-5
SPAC22E12.04,Phe,1,5.2485279714906885e-6
SPBP8B7.26,Phe,1,1.3839071409410346e-4
SPBP35G2.12,Phe,1,1.8297574380617306e-5
SPAC139.01c,Phe,1,4.276103347617678e-5
SPCC1827.02c,Phe,1,5.9092072369586895e-5
SPAC17C9.11c,Phe,1,7.725495924511653e-5
SPBC428.14,Phe,1,6.546499024414495e-5
SPBC1826.01c,Phe,1,6.385369616860113e-5
SPBC1711.12,Phe,1,5.088072154324747e-5
SPBC2D10.09,Phe,1,3.056920071143004e-5
SPBC3E7.02c,Phe,1,3.9723501448571006e-5
SPCP31B10.06,Phe,1,7.797522063698248e-5
SPAC19B12.03,Phe,1,1.1597262991031947e-4
SPAC15A10.08,Phe,1,1.669084198464106e-4
SPAC11E3.04c,Phe,1,6.610848346194405e-5
SPAC227.10,Phe,1,7.895041404740364e-5
SPAC25B8.09,Phe,1,6.21490526013895e-5
SPAC10F6.17c,Phe,1,4.9665560855242646e-5
SPAC12B10.16c,Phe,1,1.0828586791608741e-4
SPAC5H10.08c,Phe,1,2.13323449711899e-5
SPAC23H4.01c,Phe,1,2.7396651386164863e-5
SPCC777.06c,Phe,1,1.21889568387944e-6
SPAC21E11.06,Phe,1,4.8950188258254394e-5
SPBC4B4.09,Phe,1,6.206056798197132e-5
SPAC4F10.10c,Phe,1,9.995417633880074e-5
SPCC70.05c,Phe,1,1.455930231503908e-4
SPCC4B3.03c,Phe,1,4.3617867366828466e-5
SPAC13D6.05,Phe,1,6.408285133950741e-5
SPBC1105.07c,Phe,1,1.9938104613706747e-4
SPCC1919.03c,Phe,1,1.0482849701894617e-4
SPAC12G12.06c,Phe,1,4.289130411852055e-5
SPBC354.15,Phe,1,1.36048865851196e-4
SPCC825.03c,Phe,1,6.28567484241527e-5
SPAC8C9.12c,Phe,1,3.536384930985417e-5
SPBC1709.07,Phe,1,6.758894134521669e-5
SPAC1486.04c,Phe,1,5.567787289189875e-5
SPBC428.15,Phe,1,1.9585528200082552e-5
SPBC4C3.06,Phe,1,1.70123479134781e-4
SPBC1289.16c,Phe,1,7.586003687682532e-5
SPCC5E4.03c,Phe,1,8.134600932499807e-6
SPAC56E4.06c,Phe,1,3.151090188119798e-5
SPBC1706.03,Phe,1,5.7982103421109806e-5
SPBC902.04,Phe,1,6.056392729005116e-5
SPAC1782.07,Phe,1,5.907859552396018e-5
SPAC13G6.10c,Phe,1,2.1898901117137725e-4
SPAC19B12.06c,Phe,1,2.524781755646353e-4
SPBC20F10.01,Phe,1,2.9225515574597564e-5
SPAC26A3.17c,Phe,1,1.8718632670853413e-5
SPAC24B11.12c,Phe,1,1.207201621011049e-4
SPAC23C4.15,Phe,1,4.842622478264459e-5
SPAC23C4.19,Phe,1,6.256380029809866e-5
SPCC285.08,Phe,1,7.130545979646166e-5
SPCC757.12,Phe,1,2.1313511788684995e-4
SPBC26H8.02c,Phe,1,2.1652505532878903e-5
SPBC31F10.07,Phe,1,7.925875930657552e-5
SPCC162.08c,Phe,1,6.846870189382192e-5
SPAC57A7.08,Phe,1,8.871368765004495e-5
SPAC23H4.12,Phe,1,5.02568084351588e-5
SPBC691.03c,Phe,1,4.133483985726431e-5
SPBC1198.05,Phe,1,4.089483709104544e-5
SPAC343.12,Phe,1,9.186931158640877e-5
SPAC1250.01,Phe,1,9.368373770592822e-5
SPBC1289.04c,Phe,1,5.9963677518679196e-5
SPBC1709.19c,Phe,1,5.034852281088015e-5
SPCC320.05,Phe,1,4.088621959041855e-5
SPAC17G6.05c,Phe,1,7.33985905639816e-5
SPBC3B9.18c,Phe,1,5.2587133254641753e-5
SPBC1711.03,Phe,1,7.541079335498843e-5
SPBC13G1.06c,Phe,1,7.684228700192169e-5
SPCC16C4.03,Phe,1,4.515340558986493e-5
SPBC725.04,Phe,1,3.887026242937503e-5
SPCC830.11c,Phe,1,4.242680563191566e-5
SPAC664.06,Phe,1,1.0338353070061131e-4
SPBC13A2.03,Phe,1,2.2389053225387422e-4
SPAC23H4.03c,Phe,1,4.438908050194313e-5
SPAC630.09c,Phe,1,6.594942259884172e-5
SPAC20H4.10,Phe,1,7.559227585238103e-5
SPBC20F10.09,Phe,1,6.607418428600083e-5
SPBC19G7.05c,Phe,1,7.371589185343708e-5
SPCC1450.02,Phe,1,9.30558602067041e-5
SPAPB2C8.01,Phe,1,1.7498976831793002e-4
SPAC27D7.02c,Phe,1,4.6708126737895305e-5
SPAC977.12,Phe,1,4.645133749143595e-5
SPBC23G7.08c,Phe,1,9.403361725346358e-5
SPBP8B7.20c,Phe,1,2.1458908541785676e-5
SPCC1672.11c,Phe,1,1.4044954095009376e-4
SPBC839.02,Phe,1,3.3747069323727063e-4
SPCC1620.11,Phe,1,5.45967675009973e-5
SPAC31A2.05c,Phe,1,1.30406463568404e-4
SPCC338.06c,Phe,1,5.951574268838487e-5
SPCC576.07,Phe,1,7.975634147795216e-5
SPBC660.12c,Phe,1,9.380853983988928e-5
SPAC167.06c,Phe,1,1.220325875599954e-5
SPCC74.01,Phe,1,1.347169031475688e-5
SPBC3B9.03,Phe,1,2.1937934555266165e-5
SPAC23D3.06c,Phe,1,4.406933212339329e-5
SPCC188.02,Phe,1,4.961817267676128e-5
SPAC222.03c,Phe,1,4.1480579760457106e-5
SPCC1494.07,Phe,1,9.76379456032939e-5
SPBC3H7.07c;REV__SPBC3H7.07c,Phe,1,2.0954680413878895e-5
SPBC1709.17,Phe,1,2.944253349507941e-5
SPBC16H5.04,Phe,1,4.122875293357012e-5
SPAC15A10.07,Phe,1,1.469890904366613e-4
SPAC31A2.02,Phe,1,1.4666782264017006e-5
SPAC2F7.11,Phe,1,5.0771354542246655e-5
SPAC1952.09c,Phe,1,2.6584191005435743e-5
SPBC691.05c,Phe,1,4.3743654761855165e-5
SPBC1604.04,Phe,1,8.057911205077342e-5
SPBC839.08c,Phe,1,9.490300583144497e-5
SPBC409.06,Phe,1,2.442683789894262e-5
SPAC4F10.02,Phe,1,4.202489598045202e-5
SPBC713.09,Phe,1,1.226577596719539e-4
SPAP7G5.05,Phe,1,1.4895142432159558e-5
SPAC17C9.06,Phe,1,4.8283354155431705e-5
SPBC2G2.03c,Phe,1,4.291311034248414e-5
SPAC22H12.02,Phe,1,6.395322927098915e-5
SPCC417.12,Phe,1,7.666194152026844e-5
SPBC16G5.02c,Phe,1,1.0759327918976603e-4
SPAC1B3.13,Phe,1,3.896387925857054e-5
SPAC1556.08c,Phe,1,8.489145594022288e-5
SPAC17A2.01,Phe,1,1.627811207956413e-4
SPAC8F11.04,Phe,1,5.2291260637685254e-5
SPBC1347.05c,Phe,1,6.530795632718234e-5
SPAC2C4.04c,Phe,1,4.362656112623002e-5
SPCC1450.15,Phe,1,3.511787997155498e-5
SPBC16A3.18,Phe,1,4.940124004001667e-5
SPAC6F6.05,Phe,1,1.3172949371816536e-4
SPCC550.15c,Phe,1,1.1119505970773796e-5
SPBC1711.07,Phe,1,7.449077568696575e-5
SPAC7D4.04,Phe,1,1.0198587663304238e-4
SPAC20G4.07c,Phe,1,1.1070349648109774e-4
SPCC825.02,Phe,1,5.7367304057044646e-005
SPBC839.13c,Phe,1,1.02109557915591e-4
SPBC1347.06c,Phe,1,7.887961688645381e-5
SPBC1703.03c,Phe,1,8.053756167005243e-5
SPBC337.07c,Phe,1,1.3430051627583912e-4
SPAC3H1.09c,Phe,1,8.873648151006434e-5
SPCC1739.10,Phe,1,1.5077427719404807e-4
SPBC1709.08,Phe,1,1.5430559736785522e-4
SPAPJ696.02,Phe,1,2.9043043541157048e-5
SPBC16C6.06,Phe,1,7.798027288875808e-5
SPCC126.10,Phe,1,1.109785534464979e-4
SPAC1B3.05,Phe,1,7.700681408477987e-5
SPAC15F9.02,Phe,1,7.612998686491924e-5
SPCC1840.06,Phe,1,4.906779569780941e-5
SPBC30D10.07c,Phe,1,3.489156930476164e-5
SPCC757.05c,Phe,1,1.0974187678711369e-4
SPCC1672.07,Phe,1,4.12245386934708e-5
SPBC3D6.06c,Phe,1,9.497616358866602e-6
SPAC806.07,Phe,1,2.66833402230521e-5
SPAC732.01,Phe,1,1.6921994608627545e-4
SPAC22F3.07c,Phe,1,1.2390545283110728e-5
SPAC2G11.03c,Phe,1,3.924440925203164e-5
SPCC1442.10c,Phe,1,8.751002594465691e-5
SPAP27G11.10c,Phe,1,5.5371728025117e-5
SPBC1289.10c,Phe,1,7.180559535573426e-5
SPAP32A8.02,Phe,1,2.3301506132356915e-5
SPBC354.14c,Phe,1,4.294199816814096e-5
SPBC12C2.03c,Phe,1,6.669809606985254e-5
SPAC17G6.13,Phe,1,7.351943511511233e-5
SPAC1834.05,Phe,1,8.591237294890722e-5
SPAC22F3.13,Phe,1,4.403749055847047e-5
SPBC19F8.02,Phe,1,5.198683131984974e-5
SPBC887.02,Phe,1,6.367653953584493e-5
SPAC16C9.06c,Phe,1,5.5116223130149616e-5
SPBC25H2.07,Phe,1,3.684911074744892e-5
SPBP16F5.04,Phe,1,1.585598697253999e-4
SPBP4H10.06c,Phe,1,4.167621057796454e-5
SPBC725.08,Phe,1,4.094413676235742e-5
SPAC20G8.05c,Phe,1,5.755993139003783e-5
SPCC18.17c,Phe,1,6.832019377407861e-5
SPCC70.07c,Phe,1,3.626845429936895e-5
SPBC1604.03c,Phe,1,6.347013324408397e-5
SPCC285.05,Phe,1,3.0811936925258205e-4
SPAC343.11c,Phe,1,7.717977929173607e-6
SPBC29A3.15c,Phe,1,2.635171366951859e-5
SPAC227.14,Phe,1,1.4777355572894053e-5
SPBC887.12,Phe,1,5.639745489264273e-5
SPAC4D7.04c,Phe,1,4.223635122779013e-5
SPAC3F10.09,Phe,1,5.267183346399629e-5
SPBP35G2.14,Phe,1,5.975891706630505e-5
SPBC8D2.17,Phe,1,4.4252339479613816e-5
SPBC4F6.09,Phe,1,2.462837833967014e-5
SPAC6F12.05c,Phe,1,3.984709240952449e-5
SPCC1183.09c,Phe,1,8.231733970598466e-5
SPAC6F6.11c,Phe,1,1.901028920529399e-5
SPAC630.11,Phe,1,7.277072537152464e-5
SPCC162.07,Phe,1,5.79833262099783e-5
SPBC1734.15,Phe,1,5.1043149624204125e-5
SPBC8D2.01,Phe,1,3.5627583027514826e-5
SPBC16C6.05,Phe,1,9.654735084568422e-5
SPAC9E9.15,Phe,1,5.7946953163847516e-5
SPBC30D10.16,Phe,1,5.918329790036579e-6
SPAC227.05,Phe,1,7.851192609308466e-5
SPAC16C9.04c,Phe,1,4.910252284697784e-5
SPBC21B10.02,Phe,1,2.1093513370714774e-5
SPCC1620.01c,Phe,1,2.445849882067517e-5
SPBC887.15c,Phe,1,6.707687562026695e-5
SPBC685.04c,Phe,1,4.25461547884902e-5
SPAC9G1.11c,Phe,1,6.338429662353304e-5
SPBC18A7.01,Phe,1,5.422868571227991e-5
SPCC1020.07,Phe,1,8.858318755486484e-6
SPAC1F12.04c,Phe,1,1.137965320861061e-5
SPBC119.08,Phe,1,2.5164862864112773e-5
SPAC30D11.03,Phe,1,3.120350997186044e-5
SPBC1778.10c,Phe,1,4.5887567511206624e-5
SPCP1E11.11,Phe,1,2.9746140879202275e-5
SPAC8C9.05,Phe,1,3.6902807691434514e-5
SPBP4H10.08,Phe,1,1.1133546398684546e-5
SPCC663.02,Phe,1,1.0317838811951883e-4
SPAC1B2.05,Phe,1,7.727203438794233e-6
SPBC359.03c,Phe,1,5.66020494555533e-5
SPBC1734.14c,Phe,1,6.606878614929596e-5
SPAC2F3.11,Phe,1,3.206413023014341e-5
SPCC1281.07c,Phe,1,1.9507629559491627e-5
SPAC23C4.17,Phe,1,6.0770166886291295e-5
SPAC167.07c,Phe,1,8.567036058889542e-6
SPAC2H10.02c,Phe,1,6.225679194247354e-5
SPCC895.06,Phe,1,3.8354635197982706e-5
SPAC3G6.01,Phe,1,3.244311336759233e-5
SPAPB1A10.10c,Phe,1,1.730225798091885e-5
SPAC10F6.16,Phe,1,7.411789636056797e-5
SPBC337.03,Phe,1,1.2126632088164054e-4
SPCC417.10,Phe,1,2.1464534677545023e-5
SPAC823.03,Phe,1,4.442214828147781e-5
SPAC637.13c,Phe,1,2.152045016460305e-5
SPCP1E11.04c,Phe,1,5.813032134584444e-5
SPAC890.04c,Phe,1,8.063322728090318e-5
SPBC17D11.08,Phe,1,4.299351812418482e-5
SPBC18E5.12c,Phe,1,1.4669825144580006e-5
SPCC965.14c,Phe,1,1.5885164978811606e-5
SPBC56F2.06,Phe,1,1.003805279495097e-5
SPBC29A10.17,Phe,1,2.4570709634882697e-5
SPBC15C4.01c,Phe,1,1.725383221961913e-5
SPBC29A10.10c,Phe,1,1.55413366183032e-4
SPAC16E8.06c,Phe,1,3.847538971539589e-5
SPBC1683.02,Phe,1,5.061903303755986e-5
SPAC1006.05c,Phe,1,8.988268025678141e-5
